id	item	results	timestamp
446	<item>\n    <title>Mechanism of NS2B-mediated activation of NS3pro in Dengue Virus: Molecular Dynamics Simulations and Bioassay Studies.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=18971276&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=18971276">Related Articles</a></td></tr></table>\n        <p><b>Mechanism of NS2B-mediated activation of NS3pro in Dengue Virus: Molecular Dynamics Simulations and Bioassay Studies.</b></p>\n        <p>J Virol. 2008 Oct 29;</p>\n        <p>Authors:  Zuo Z, Liew OW, Chen G, Jenny Chong PC, Lee SH, Chen K, Jiang H, Puah CM, Zhu W</p>\n        <p>The NS2B cofactor is critical for proteolytic activation of the flavivirus NS3 protease. To elucidate the mechanism involved in NS2B-mediated activation of NS3 protease, molecular dynamic simulation, principal-component analysis, molecular docking, mutagenesis and bioassay studies were carried out on both dengue NS3pro and NS2B-NS3pro systems. The results revealed the NS2B-NS3pro complex is more rigid than NS3pro alone due to its robust hydrogen bond and hydrophobic interaction networks within the complex. These potent networks lead to remodeling of the secondary and tertiary structures of the protease that facilitates cleavage sequence recognition and binding of substrates. The cofactor is also essential for proper domain motion that contributes to substrate binding. Hence, NS2B cofactor plays a dual role in enzyme activation by facilitating the refolding of the NS3pro domain as well as being directly involved in substrate binding/interaction. Kinetic analyses indicated for the first time that Glu92 and Asp50 in NS2B and Gln27, Gln35, and Arg54 in NS3pro may provide secondary interaction points for substrate binding. These new insights on the mechanistic contributions of the NS2B cofactor to NS3 activation may be utilized to refine current computer-based search strategies to raise the quality of candidate molecules identified as potent inhibitors against flaviviruses.</p>\n        <p>PMID: 18971276 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Zuo Z, Liew OW, Chen G, Jenny Chong PC, Lee SH, Chen K, Jiang H, Puah CM, Zhu W</author>\n    <category>J Virol</category>\n    <guid isPermaLink="false">PubMed:18971276</guid>\n</item>	3	1226577171
447	<item>\n    <title>Effects of solute-matrix interaction on monitoring the conformational changes of immobilized proteins by surface plasmon resonance sensor.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=18970251&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=18970251">Related Articles</a></td></tr></table>\n        <p><b>Effects of solute-matrix interaction on monitoring the conformational changes of immobilized proteins by surface plasmon resonance sensor.</b></p>\n        <p>Talanta. 2005 Oct 15;67(4):862-7</p>\n        <p>Authors:  Chen LY, Wu MC, Chou MT, Kao LA, Chen SJ, Chen WY</p>\n        <p>A real-time and labeling-free surface plasmon resonance (SPR) sensor was used to monitor the conformational changes of immobilized globule proteins (RNase A and lysozyme) in chemical unfolding and refolding. The effects of chemical denaturants on the protein structures were investigated. The methodology in protein conformational study on the solid surface is refined through the theoretic calculations and the conformational information of native/denatured proteins in solution. Additionally, our observation illustrates that the ambient buffer solution is merit to influence the refractive index of immobilized protein films and directly be observed from the SPR resonance angle shifts.</p>\n        <p>PMID: 18970251 [PubMed - in process]</p>\n    ]]></description>\n    <author> Chen LY, Wu MC, Chou MT, Kao LA, Chen SJ, Chen WY</author>\n    <category>Talanta</category>\n    <guid isPermaLink="false">PubMed:18970251</guid>\n</item>	8	1226664271
448	<item>\n    <title>Dynamic Redox Environment-Intensified Disulfide Bond Shuffling for Protein Refolding in Vitro: Molecular Simulation and Experimental Validation.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=18959394&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=18959394">Related Articles</a></td></tr></table>\n        <p><b>Dynamic Redox Environment-Intensified Disulfide Bond Shuffling for Protein Refolding in Vitro: Molecular Simulation and Experimental Validation.</b></p>\n        <p>J Phys Chem B. 2008 Oct 29;</p>\n        <p>Authors:  Lu D, Liu Z</p>\n        <p>One challenge in protein refolding is to dissociate the non-native disulfide bonds and promote the formation of native ones. In this study, we present a coarse-grained off-lattice model protein containing disulfide bonds and simulate disulfide bond shuffling during the folding of this model protein. Introduction of disulfide bonds in the model protein led to enhanced conformational stability but reduced foldability in comparison to counterpart protein without disulfide bonds. The folding trajectory suggested that the model protein retained the two-step folding mechanism in terms of hydrophobic collapse and structural rearrangement. The disulfide bonds located in the hydrophobic core were formed before the collapsing step, while the bonds located on the protein surface were formed during the rearrangement step. While a reductive environment at the initial stage of folding favored the formation of native disulfide bonds in the hydrophobic core, an oxidative environment at a later stage of folding was required for the formation of disulfide bonds at protein surface. Appling a dynamic redox environment, that is, one that changes from reductive to oxidative, intensified disulfide bond shuffling and thus resulted in improved recovery of the native conformation. The above-mentioned simulation was experimentally validated by refolding hen-egg lysozyme at different urea concentrations and oxidized glutathione/reduced glutathione (GSSG/GSH) ratios, and an optimal redox environment, in terms of the GSSG to GSH ratio, was identified. The implementation of a dynamic redox environment by tuning the GSSG/GSH ratio further improved the refolding yield of lysozyme, as predicted by molecular simulation.</p>\n        <p>PMID: 18959394 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Lu D, Liu Z</author>\n    <category>J Phys Chem B</category>\n    <guid isPermaLink="false">PubMed:18959394</guid>\n</item>	0	1225776258
449	<item>\n    <title>Determination of dithiothreitol in complex protein mixtures by HPLC-MS.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=18972519&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=18972519">Related Articles</a></td></tr></table>\n        <p><b>Determination of dithiothreitol in complex protein mixtures by HPLC-MS.</b></p>\n        <p>J Sep Sci. 2008 Oct;31(20):3489-96</p>\n        <p>Authors:  Cindri&#x107; M, Cepo T, Marinc S, Paskvan I, Miji&#x107; I, Bindila L, Peter-Katalini&#x107; J</p>\n        <p>Dithiothreitol (DTT) and other reducing agents are typically used in refolding processes of recombinant human proteins during their purification from inclusion bodies. Due to its toxicity, it is essential to monitor the clearance of DTT throughout the analytical flow from the refolding phase to the final formulated product. Here we report a direct, simple, and fast liquid chromatography method using UV and tandem mass spectrometry (MS/MS) detection for DTT evaluation in complex protein mixtures. In aqueous solution DTT exists as an equilibrium mixture of the oxidized and the reduced form (H(2)DTT --&gt; DTT(ox)) and the quantitation tools should therefore be applicable to both forms in a single step or in multiple steps. Oxidation of DTT with aqueous copper(II) nitrate trihydrate solution was introduced to determine a single oxidized compound, i. e. DTT(ox). Proteins and other components of high molecular masses were separated from DTT(ox) by ultrafiltration. Consequently, efficient separation of the DTT(ox )from other flow-through mixture components (sugars, polymers, salts, protein stabilizers) was achieved on an Atlantis dC(18) column. After chromatographic separation, DTT(ox) was selectively identified by UV absorbance at 285 nm or by selected reaction monitoring, measuring signal transition between m/z 151 --&gt; 105. The method was validated in terms of specificity, accuracy, precision, linearity, and limit of quantification and detection. A reversed-phase HPLC separation method with atmospheric pressure chemical ionization and MS/MS detection in negative ion mode is highlighted as a viable alternative to currently existing quantitation methods involving DTT derivatization and HPLC fluorescence detection. The described approach offers simple, straightforward, selective, and high-throughput DTT quantitation in protein mixtures.</p>\n        <p>PMID: 18972519 [PubMed - in process]</p>\n    ]]></description>\n    <author> CindriÄ‡ M, Cepo T, Marinc S, Paskvan I, MijiÄ‡ I, Bindila L, Peter-KataliniÄ‡ J</author>\n    <category>J Sep Sci</category>\n    <guid isPermaLink="false">PubMed:18972519</guid>\n</item>	11	1225784588
450	<item>\n    <title>Determination of dithiothreitol in complex protein mixtures by HPLC-MS.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=18972519&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"><a href="http://dx.doi.org/10.1002/jssc.200800207"><img src="http://www.ncbi.nlm.nih.gov/entrez/query/egifs/http:--www3.interscience.wiley.com-aboutus-images-wiley_interscience_150x34.gif" border="0"/></a> </td><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=18972519">Related Articles</a></td></tr></table>\n        <p><b>Determination of dithiothreitol in complex protein mixtures by HPLC-MS.</b></p>\n        <p>J Sep Sci. 2008 Oct;31(20):3489-96</p>\n        <p>Authors:  Cindri&#x107; M, Cepo T, Marinc S, Paskvan I, Miji&#x107; I, Bindila L, Peter-Katalini&#x107; J</p>\n        <p>Dithiothreitol (DTT) and other reducing agents are typically used in refolding processes of recombinant human proteins during their purification from inclusion bodies. Due to its toxicity, it is essential to monitor the clearance of DTT throughout the analytical flow from the refolding phase to the final formulated product. Here we report a direct, simple, and fast liquid chromatography method using UV and tandem mass spectrometry (MS/MS) detection for DTT evaluation in complex protein mixtures. In aqueous solution DTT exists as an equilibrium mixture of the oxidized and the reduced form (H(2)DTT --&gt; DTT(ox)) and the quantitation tools should therefore be applicable to both forms in a single step or in multiple steps. Oxidation of DTT with aqueous copper(II) nitrate trihydrate solution was introduced to determine a single oxidized compound, i. e. DTT(ox). Proteins and other components of high molecular masses were separated from DTT(ox) by ultrafiltration. Consequently, efficient separation of the DTT(ox )from other flow-through mixture components (sugars, polymers, salts, protein stabilizers) was achieved on an Atlantis dC(18) column. After chromatographic separation, DTT(ox) was selectively identified by UV absorbance at 285 nm or by selected reaction monitoring, measuring signal transition between m/z 151 --&gt; 105. The method was validated in terms of specificity, accuracy, precision, linearity, and limit of quantification and detection. A reversed-phase HPLC separation method with atmospheric pressure chemical ionization and MS/MS detection in negative ion mode is highlighted as a viable alternative to currently existing quantitation methods involving DTT derivatization and HPLC fluorescence detection. The described approach offers simple, straightforward, selective, and high-throughput DTT quantitation in protein mixtures.</p>\n        <p>PMID: 18972519 [PubMed - in process]</p>\n    ]]></description>\n    <author> CindriÄ‡ M, Cepo T, Marinc S, Paskvan I, MijiÄ‡ I, Bindila L, Peter-KataliniÄ‡ J</author>\n    <category>J Sep Sci</category>\n    <guid isPermaLink="false">PubMed:18972519</guid>\n</item>	11	1226664267
451	<item>\n    <title>Dynamic Redox Environment-Intensified Disulfide Bond Shuffling for Protein Refolding in Vitro: Molecular Simulation and Experimental Validation.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=18959394&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"><a href="http://dx.doi.org/10.1021/jp804649g"><img src="http://www.ncbi.nlm.nih.gov/entrez/query/egifs/http:--pubs.acs.org-images-acspubs.jpg" border="0"/></a> </td><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=18959394">Related Articles</a></td></tr></table>\n        <p><b>Dynamic Redox Environment-Intensified Disulfide Bond Shuffling for Protein Refolding in Vitro: Molecular Simulation and Experimental Validation.</b></p>\n        <p>J Phys Chem B. 2008 Oct 29;</p>\n        <p>Authors:  Lu D, Liu Z</p>\n        <p>One challenge in protein refolding is to dissociate the non-native disulfide bonds and promote the formation of native ones. In this study, we present a coarse-grained off-lattice model protein containing disulfide bonds and simulate disulfide bond shuffling during the folding of this model protein. Introduction of disulfide bonds in the model protein led to enhanced conformational stability but reduced foldability in comparison to counterpart protein without disulfide bonds. The folding trajectory suggested that the model protein retained the two-step folding mechanism in terms of hydrophobic collapse and structural rearrangement. The disulfide bonds located in the hydrophobic core were formed before the collapsing step, while the bonds located on the protein surface were formed during the rearrangement step. While a reductive environment at the initial stage of folding favored the formation of native disulfide bonds in the hydrophobic core, an oxidative environment at a later stage of folding was required for the formation of disulfide bonds at protein surface. Appling a dynamic redox environment, that is, one that changes from reductive to oxidative, intensified disulfide bond shuffling and thus resulted in improved recovery of the native conformation. The above-mentioned simulation was experimentally validated by refolding hen-egg lysozyme at different urea concentrations and oxidized glutathione/reduced glutathione (GSSG/GSH) ratios, and an optimal redox environment, in terms of the GSSG to GSH ratio, was identified. The implementation of a dynamic redox environment by tuning the GSSG/GSH ratio further improved the refolding yield of lysozyme, as predicted by molecular simulation.</p>\n        <p>PMID: 18959394 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Lu D, Liu Z</author>\n    <category>J Phys Chem B</category>\n    <guid isPermaLink="false">PubMed:18959394</guid>\n</item>	0	1226664267
452	<item>\n    <title>Solution structure and refolding of the Mycobacterium tuberculosis pentapeptide repeat protein MfpA.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=18977756&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=18977756">Related Articles</a></td></tr></table>\n        <p><b>Solution structure and refolding of the Mycobacterium tuberculosis pentapeptide repeat protein MfpA.</b></p>\n        <p>J Biol Chem. 2008 Oct 31;</p>\n        <p>Authors:  Khrapunov S, Cheng H, Hegde S, Blanchard J, Brenowitz M</p>\n        <p>The pentapeptide repeat is a recently discovered protein fold. Mycobacterium tuberculosis MfpA is a founding member of the Pentapeptide Repeat Protein (PRP) family that confers resistance to the antibiotic fluoroquinolone by binding to DNA gyrase and inhibiting its activity. MfpA's size, shape and surface potential mimics duplex DNA. As an initial step in a comprehensive biophysi-cal analysis of the role of PRPs in the regulation of cellular topoisomerase activity and confer-ring antibiotic resistance, we have explored the solution structure and refolding of MfpA by fluo-rescence spectroscopy, circular dichroism (CD) and analytical centrifugation. A unique CD spec-trum for the pentapeptide repeat fold is described. This spectrum reveals a native structure whose ss-strands and turns within the right-handed quadrilateral ss-helix that define the PRP fold differ from canonical secondary structure types. MfpA refolded from urea or guanidium by dialysis or dilution forms stable aggregates of monomers whose secondary and tertiary structure are not na-tive. In contrast, MfpA refolded using a novel 'time-dependent renaturation' protocol yields pro-tein with native secondary, tertiary and quaternary structure. The generality of 'time-dependent renaturation' to other proteins and denaturation methods is discussed.</p>\n        <p>PMID: 18977756 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Khrapunov S, Cheng H, Hegde S, Blanchard J, Brenowitz M</author>\n    <category>J Biol Chem</category>\n    <guid isPermaLink="false">PubMed:18977756</guid>\n</item>	2	1226664270
453	<item>\n    <title>Use of zeolite to refold a disulfide-bonded protein.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=18977122&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=18977122">Related Articles</a></td></tr></table>\n        <p><b>Use of zeolite to refold a disulfide-bonded protein.</b></p>\n        <p>Colloids Surf B Biointerfaces. 2008 Sep 21;</p>\n        <p>Authors:  Nara TY, Togashi H, Sekikawa C, Kawakami M, Yaginuma N, Sakaguchi K, Mizukami F, Tsunoda T</p>\n        <p>Zeolites are microporous crystalline aluminosilicates with a highly ordered structure. Using zeolite beta as an adsorbent, denatured/reduced hen egg lysozyme was refolded to the active form at high concentrations. The denatured/reduced lysozyme was adsorbed onto the zeolite and the protein was refolded by desorbing it into refolding buffer, consisting of redox reagents, guanidine hydrochloride, polyethylene glycol, and l-arginine. This zeolite refolding method could be highly effective for various kinds of proteins, refolding them with high efficiency even when they contain disulfide bonds.</p>\n        <p>PMID: 18977122 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Nara TY, Togashi H, Sekikawa C, Kawakami M, Yaginuma N, Sakaguchi K, Mizukami F, Tsunoda T</author>\n    <category>Colloids Surf B Biointerfaces</category>\n    <guid isPermaLink="false">PubMed:18977122</guid>\n</item>	0	1225866629
454	<item>\n    <title>Mutational Analysis of the Stability of the H2A and H2B Histone Monomers.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=18976667&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=18976667">Related Articles</a></td></tr></table>\n        <p><b>Mutational Analysis of the Stability of the H2A and H2B Histone Monomers.</b></p>\n        <p>J Mol Biol. 2008 Oct 21;</p>\n        <p>Authors:  Stump MR, Gloss LM</p>\n        <p>The eukaryotic histone heterodimer H2A-H2B folds through an obligatory dimeric intermediate that forms in a nearly diffusion-limited association reaction in the stopped-flow dead time. It is unclear whether there is partial folding of the isolated monomers before association. To address the possible contributions of structure in the monomers to the rapid association, we characterized H2A and H2B monomers in the absence of their heterodimeric partner. By far-UV circular dichroism, the H2A and H2B monomers are 15% and 31% helical, respectively-significantly less than observed in X-ray crystal structures. Acrylamide quenching of the intrinsic Tyr fluorescence was indicative of tertiary structure. The H2A and H2B monomers exhibit free energies of unfolding of 2.5 and 2.9 kcal mol(-1), respectively; at 10 muM, the sum of the stability of the monomers is approximately 60% of the stability of the native dimer. The helical content, stability, and m values indicate that H2B has a more stable, compact structure than H2A. The monomer m values are larger than expected for the extended histone fold motif, suggesting that the monomers adopt an overly collapsed structure. Stopped-flow refolding-initiated from urea-denatured monomers or the partially folded monomers populated at low denaturant concentrations-yielded essentially identical rates, indicating that monomer folding is productive in the rapid association and folding of the heterodimer. A series of Ala and Gly mutations were introduced into H2A and H2B to probe the importance of helix propensity on the structure and stability of the monomers. The mutational studies show that the central alpha-helix of the histone fold, which makes extensive intermonomer contacts, is structured in H2B but only partially folded in H2A.</p>\n        <p>PMID: 18976667 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Stump MR, Gloss LM</author>\n    <category>J Mol Biol</category>\n    <guid isPermaLink="false">PubMed:18976667</guid>\n</item>	0	1225866629
455	<item>\n    <title>Small molecule inhibition of a Group II chaperonin: Pinpointing a loop region within the equatorial domain as necessary for protein refolding.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=18976628&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"/><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=18976628">Related Articles</a></td></tr></table>\n        <p><b>Small molecule inhibition of a Group II chaperonin: Pinpointing a loop region within the equatorial domain as necessary for protein refolding.</b></p>\n        <p>Arch Biochem Biophys. 2008 Oct 19;</p>\n        <p>Authors:  Bergeron LM, Shis DL, Gomez L, Clark DS</p>\n        <p>The functionality of regions within the equatorial domain of Group II chaperonins is poorly understood. Previously we showed that a 70 amino acid sequence within this domain on the single-subunit recombinant thermosome from Methanocaldococcus jannaschii (rTHS) contains residues directly responsible for refolding protein substrates [L.M. Bergeron, C. Lee, D.S. Clark, Identification of a critical chaperoning region on an archaeal recombinant thermosome, Biochem. Biophys. Res. Commun. 369 (2008) 707-711]. In the present study, 6-aminopenicillanic acid (6-APA) was found to bind to rTHS and inhibit it from refolding proteins. Fluorescence anisotropy was used to measure a 6-APA/rTHS dissociation constant of 17.1muM and verify that the binding site is within the first 70 amino-terminal rTHS residues. Docking simulations point to a specific loop region at residues 53-57 on rTHS as the most likely binding region. This loop region is located within the oligomeric association sites of the wild-type thermosome. These results implicate a specific equatorial region of Group II chaperonins in the refolding of proteins, and suggest its importance in conformational changes that accompany chaperone function.</p>\n        <p>PMID: 18976628 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Bergeron LM, Shis DL, Gomez L, Clark DS</author>\n    <category>Arch Biochem Biophys</category>\n    <guid isPermaLink="false">PubMed:18976628</guid>\n</item>	33	1225866629
456	<item>\n    <title>Use of zeolite to refold a disulfide-bonded protein.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=18977122&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"><a href="http://linkinghub.elsevier.com/retrieve/pii/S0927-7765(08)00344-5"><img src="http://www.ncbi.nlm.nih.gov/entrez/query/egifs/http:--linkinghub.elsevier.com-ihub-images-PubMedLink.gif" border="0"/></a> </td><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=18977122">Related Articles</a></td></tr></table>\n        <p><b>Use of zeolite to refold a disulfide-bonded protein.</b></p>\n        <p>Colloids Surf B Biointerfaces. 2008 Sep 21;</p>\n        <p>Authors:  Nara TY, Togashi H, Sekikawa C, Kawakami M, Yaginuma N, Sakaguchi K, Mizukami F, Tsunoda T</p>\n        <p>Zeolites are microporous crystalline aluminosilicates with a highly ordered structure. Using zeolite beta as an adsorbent, denatured/reduced hen egg lysozyme was refolded to the active form at high concentrations. The denatured/reduced lysozyme was adsorbed onto the zeolite and the protein was refolded by desorbing it into refolding buffer, consisting of redox reagents, guanidine hydrochloride, polyethylene glycol, and l-arginine. This zeolite refolding method could be highly effective for various kinds of proteins, refolding them with high efficiency even when they contain disulfide bonds.</p>\n        <p>PMID: 18977122 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Nara TY, Togashi H, Sekikawa C, Kawakami M, Yaginuma N, Sakaguchi K, Mizukami F, Tsunoda T</author>\n    <category>Colloids Surf B Biointerfaces</category>\n    <guid isPermaLink="false">PubMed:18977122</guid>\n</item>	0	1226747066
457	<item>\n    <title>Mutational Analysis of the Stability of the H2A and H2B Histone Monomers.</title>\n    <link>http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?tmpl=NoSidebarfile&amp;db=PubMed&amp;cmd=Retrieve&amp;list_uids=18976667&amp;dopt=Abstract</link>\n    <description>\n\t<![CDATA[<table border="0" width="100%"><tr><td align="left"><a href="http://linkinghub.elsevier.com/retrieve/pii/S0022-2836(08)01317-X"><img src="http://www.ncbi.nlm.nih.gov/entrez/query/egifs/http:--linkinghub.elsevier.com-ihub-images-PubMedLink.gif" border="0"/></a> </td><td align="right"><a href="http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?db=PubMed&amp;cmd=Display&amp;dopt=PubMed_PubMed&amp;from_uid=18976667">Related Articles</a></td></tr></table>\n        <p><b>Mutational Analysis of the Stability of the H2A and H2B Histone Monomers.</b></p>\n        <p>J Mol Biol. 2008 Oct 21;</p>\n        <p>Authors:  Stump MR, Gloss LM</p>\n        <p>The eukaryotic histone heterodimer H2A-H2B folds through an obligatory dimeric intermediate that forms in a nearly diffusion-limited association reaction in the stopped-flow dead time. It is unclear whether there is partial folding of the isolated monomers before association. To address the possible contributions of structure in the monomers to the rapid association, we characterized H2A and H2B monomers in the absence of their heterodimeric partner. By far-UV circular dichroism, the H2A and H2B monomers are 15% and 31% helical, respectively-significantly less than observed in X-ray crystal structures. Acrylamide quenching of the intrinsic Tyr fluorescence was indicative of tertiary structure. The H2A and H2B monomers exhibit free energies of unfolding of 2.5 and 2.9 kcal mol(-1), respectively; at 10 muM, the sum of the stability of the monomers is approximately 60% of the stability of the native dimer. The helical content, stability, and m values indicate that H2B has a more stable, compact structure than H2A. The monomer m values are larger than expected for the extended histone fold motif, suggesting that the monomers adopt an overly collapsed structure. Stopped-flow refolding-initiated from urea-denatured monomers or the partially folded monomers populated at low denaturant concentrations-yielded essentially identical rates, indicating that monomer folding is productive in the rapid association and folding of the heterodimer. A series of Ala and Gly mutations were introduced into H2A and H2B to probe the importance of helix propensity on the structure and stability of the monomers. The mutational studies show that the central alpha-helix of the histone fold, which makes extensive intermonomer contacts, is structured in H2B but only partially folded in H2A.</p>\n        <p>PMID: 18976667 [PubMed - as supplied by publisher]</p>\n    ]]></description>\n    <author> Stump MR, Gloss LM</author>\n    <category>J Mol Biol</category>\n    <guid isPermaLink="false">PubMed:18976667</guid>\n</item>	0	1226989124
