homologue_id	protein_id	species_id	user_id	uniprot	swiss_prot_trembl	structure_solved	sunid_p	notes	hits
186	62	2	71	P61823	NULL	y	54079	NULL	0
187	245	93	71	P01240	NULL	y	47279	NULL	0
188	246	1	71	Q40555	NULL	homologue only	n/a	NULL	0
189	247	1	90	O43291	NULL	y	57373	NULL	0
190	44	1	90	P01241	NULL	y	47277	NULL	0
191	43	1	71	P00749	NULL	y	50587	NULL	0
192	133	1	71	P35318	NULL	n	n/a	NULL	0
193	39	1	71	Q13946	NULL	n	n/a	NULL	0
194	69	1	71	P05231	NULL	y	47273	NULL	0
195	179	1	71	P78380	NULL	n	n/a	NULL	0
196	180	129	71	O73722	NULL	homologue only	n/a	NULL	0
197	139	68	71	P29984	NULL	y	90131	NULL	0
198	248	94	71	P05710	NULL	homologue only	n/a	NULL	0
199	248	4	71	P05710	NULL	y	49286	NULL	0
200	249	1	71	P36955	NULL	y	64472	NULL	0
201	44	95	71	P01241	NULL	y	47277	NULL	0
202	250	96	71	P03303	NULL	homologue only	n/a	NULL	0
203	253	1	117	Q13772	NULL	n	n/a	NULL	0
204	254	97	120	O29016	NULL	n	n/a	NULL	0
205	255	3	118	Q61885	NULL	domains only	95329	NULL	0
206	146	1	136	Q9TPK7	NULL	homologue only	n/a	NULL	0
207	256	98	138	Q7QGN4	NULL	n	n/a	NULL	0
208	257	55	145	P71667	NULL	n	n/a	NULL	0
209	53	99	149	P81708	NULL	y	53971	NULL	0
210	258	100	151	x	NULL	y	50842	NULL	0
211	259	101	151	O76745	NULL	y	103311	NULL	0
212	260	102	154	P02185	NULL	y	46470	NULL	0
213	261	2	148	P22292	NULL	n	n/a	NULL	0
214	262	103	134	AY970919.1	NULL	n	n/a	NULL	0
215	265	104	162	Q647G9	NULL	homologue only	n/a	NULL	0
216	266	2	164	P22292	NULL	homologue only	n/a	NULL	0
217	263	42	155	O30756	NULL	n	n/a	NULL	0
218	264	42	155	O30752	NULL	n	n/a	NULL	0
219	267	105	163	P03375	NULL	y	58072	NULL	0
220	268	106	163	P04577	NULL	n	n/a	NULL	0
221	269	107	163	P14075	NULL	y	58075	NULL	0
222	270	78	147	P04777	NULL	y		NULL	0
223	271	1	166	P19957	NULL	y	57258	NULL	0
225	274	3	176	Q64438	NULL	n	n/a	NULL	0
226	275	3	176	P97802	NULL	homologue only	n/a	NULL	0
227	276	3	176	Q80Z85	NULL	homologue only	n/a	NULL	0
228	277	1	176	P03950	NULL	y	54095	NULL	0
229	86	108	177	P04156	NULL	y	54103	NULL	0
230	83	1	194	P02753	NULL	y	50819	NULL	0
231	80	1	196	P29466	NULL	y	52134	NULL	0
232	279	7	90	P00811	NULL	n	n/a	NULL	0
233	44	1	90	P01241	NULL	y	47277	NULL	0
234	74	1	106	P01579	NULL	y	47320	NULL	0
235	86	2	106	P04156	NULL	y	54103	NULL	0
236	74	1	106	P01579	NULL	y	47320	NULL	0
237	74	1	106	P01579	NULL	y	47320	NULL	0
238	74	1	106	P01579	NULL	y	47320	NULL	0
239	75	1	106	P01308	NULL	y	56998	NULL	0
240	74	1	106	P01579	NULL	y	47320	NULL	0
241	367	1	71	P01903	NULL	y	88806	NULL	0
242	376	1	71	Q30109	NULL	y	88819	NULL	0
243	282	109	71	P03276	NULL	n	n/a	NULL	0
244	284	111	71	P61872	NULL	homologue only	n/a	NULL	0
245	45	1	71	P01009	NULL	y	56583	NULL	0
246	46	1	71	P01011	NULL	y	56581	NULL	0
247	285	1	71	P01730	NULL	y	49149	NULL	0
248	286	57	71	P03366	NULL	y	50632	NULL	0
249	41	1	71	P43235	NULL	y	54029	NULL	0
250	287	1	71	P01375	NULL	y	49848	NULL	0
251	288	1	71	P10646	NULL	domains only	57368	NULL	0
252	289	3	71	unknown	NULL	y	88519	NULL	0
253	290	107	71	P10274	NULL	n	n/a	NULL	0
254	291	1	71	P19438	NULL	y	57588	NULL	0
255	292	1	71	P20333	NULL	homologue only	n/a	NULL	0
256	293	3	71	Q8K1L1	NULL	n	n/a	NULL	0
257	295	1	71	P45452	NULL	y	55540	NULL	0
258	295	1	71	P45452	NULL	y	55540	NULL	0
259	296	1	71	P04326	NULL	y	58336	NULL	0
260	297	2	71	P09611	NULL	homologue only	n/a	NULL	0
261	298	1	71	P06400	NULL	n	n/a	NULL	0
262	299	1	71	P43626	NULL	y	49202	NULL	0
263	300	1	71	P30504	NULL	y	54468	NULL	0
264	301	1	71	P34130	NULL	y	57523	NULL	0
265	302	112	219	ASP1	NULL	n	n/a	NULL	0
266	44	115	71	P01241	NULL	y	47277	NULL	0
267	303	1	71	P15260	NULL	y	49293	NULL	0
268	125	116	71	P0A3M5	NULL	domains only	82597	NULL	0
269	55	4	71	P39900	NULL	y	69781	NULL	0
270	304	117	71	Q54827	NULL	n	n/a	NULL	0
271	305	117	71	Q54821	NULL	n	n/a	NULL	0
272	307	1	71	P01892	NULL	y	54468	NULL	0
273	307	1	71	P01892	NULL	y	54468	NULL	0
274	308	1	71	P61769	NULL	y	88600	NULL	0
275	308	1	71	P61769	NULL	y	88600	NULL	0
276	71	93	71	Q28603	NULL	y	47283	NULL	0
277	309	118	71	O34845	NULL	n	n/a	NULL	0
278	310	1	71	Q6NSA1	NULL	y	48933	NULL	0
279	311	1	71	P01850	NULL	y	48933	NULL	0
280	310	1	71	Q6NSA1	NULL	y	48933	NULL	0
281	311	1	71	P01850	NULL	y	48933	NULL	0
282	312	119	71	P61711	NULL	y	52123	NULL	0
283	313	120	71	Q30596	NULL	n	n/a	NULL	0
284	101	9	71	P04414	NULL	y	82781	NULL	0
285	64	2	71	P60568	NULL	y	47302	NULL	0
286	60	1	71	P01133	NULL	y	69939	NULL	0
287	314	3	71	N/A	NULL	y	48933	NULL	0
288	315	1	71	P08047	NULL	domains only	57687	NULL	0
289	316	121	71	Q59277	NULL	domains only	49386	NULL	0
290	286	105	71	P03366	NULL	y	50632	NULL	0
291	56	2	71	P00794	NULL	y	50668	NULL	0
292	317	122	71	Q00663	NULL	n	n/a	NULL	0
293	318	123	71	P00791	NULL	y	50658	NULL	0
294	318	123	71	P00791	NULL	y	50658	NULL	0
295	319	1	71	P42702	NULL	n	n/a	NULL	0
296	320	1	71	Q07108	NULL	y	56442	NULL	0
297	140	125	71	P83410	NULL	y	74903	NULL	0
298	56	2	71	P00794	NULL	y	50668	NULL	0
299	321	7	71	P10408	NULL	domains only	111466	NULL	0
300	322	126	71	Q94424	NULL	n	n/a	NULL	0
301	323	1	71	Q15306	NULL	n	n/a	NULL	0
302	324	3	71	Q5R3X1	NULL	homologue only	n/a	NULL	0
303	325	1	71	Q13972	NULL	n	n/a	NULL	0
304	327	127	71	P67875	NULL	n	n/a	NULL	0
305	328	127	71	O74264	NULL	homologue only	n/a	NULL	0
306	329	1	71	P17927	NULL	domains only	75680	NULL	0
307	329	1	71	P17927	NULL	domains only	75680	NULL	0
308	330	1	71	P04085	NULL	n	n/a	NULL	0
309	330	1	71	P04085	NULL	n	n/a	NULL	0
310	65	7	207	Q9NBD4	NULL	homologue only	n/a	NULL	0
311	331	128	237	CDT1_XENOPUS	NULL	n	n/a	NULL	0
312	332	128	237	MCM8_Xenopus	NULL	n	n/a	NULL	0
313	333	128	22	P48597	NULL	homologue only	n/a	NULL	0
314	278	3	197	P01587	NULL	homologue only	n/a	NULL	0
315	338	130	244	P01476	NULL	y	90159	NULL	0
316	339	131	71	Q9YGS1	NULL	n	n/a	NULL	0
317	340	1	71	P40238	NULL	n	n/a	NULL	0
318	341	1	71	P47712	NULL	y	49567	NULL	0
319	71	4	71	Q28603	NULL	y	47283	NULL	0
320	342	1	71	P26992	NULL	y	110061	NULL	0
321	346	1	71	P22894	NULL	y	55533	NULL	0
322	44	123	71	P01241	NULL	y	47277	NULL	0
323	347	42	71	P30690	NULL	n	n/a	NULL	0
324	248	132	71	P05710	NULL	homologue only	n/a	NULL	0
325	71	9	71	Q28603	NULL	y	47283	NULL	0
326	348	1	71	MMP_HUMAN	NULL	n	n/a	NULL	0
327	348	1	71	MMP_HUMAN	NULL	n	n/a	NULL	0
328	349	80	71	P16311	NULL	n	n/a	NULL	0
329	350	87	71	P13922	NULL	domains only	88963	NULL	0
330	69	1	71	P05231	NULL	y	47273	NULL	0
331	351	133	71	Q6DWK3	NULL	n	n/a	NULL	0
332	239	1	71	P15692	NULL	domains only	57506	NULL	0
333	239	1	71	P15692	NULL	domains only	57506	NULL	0
334	352	1	71	P17936	NULL	n	n/a	NULL	0
335	353	134	71	P03679	NULL	n	n/a	NULL	0
336	354	1	71	P69905	NULL	y	46487	NULL	0
337	44	1	71	P01241	NULL	y	47277	NULL	0
338	355	135	71	P16753	NULL	y	50792	NULL	0
339	286	105	71	P03366	NULL	y	50632	NULL	0
340	356	93	254	Q28575	NULL	homologue only	n/a	NULL	0
341	359	1	254	Q76LX8	NULL	n	n/a	NULL	0
342	360	128	254	Q4W815	NULL	homologue only	n/a	NULL	0
343	361	1	71	P09603	NULL	y	47296	NULL	0
344	106	1	71	P00750	NULL	y	63401	NULL	0
345	106	1	71	P00750	NULL	y	63401	NULL	0
346	362	136	254	P00782	NULL	y	52751	NULL	0
347	150	48	254	Q01787	NULL	y	48116	NULL	0
348	361	1	71	P09603	NULL	y	47296	NULL	0
349	363	4	254	P63319	NULL	y	57896	NULL	0
350	364	1	71	P61812	NULL	y	57511	NULL	0
351	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
352	357	43	254	CD1_HUMAN	NULL	n	n/a	n/a	0
353	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
354	365	138	254	Q03495	NULL	homologue only	n/a	n/a	0
355	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
356	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
357	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
358	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
359	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
360	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
361	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
362	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
363	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
364	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
365	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
366	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
367	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
368	53	9	71	P00698	NULL	y	53962	n/a	0
369	53	9	71	P00698	NULL	y	53962	n/a	0
370	53	9	71	P00698	NULL	y	53962	n/a	0
371	366	139	254	Q9RBY1	NULL	homologue only	n/a	n/a	0
372	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
373	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
374	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
375	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
376	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
377	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
378	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
379	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
380	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
381	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
382	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
383	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
384	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
385	297	2	71	P09611	NULL	homologue only	n/a	n/a	0
386	53	9	71	P00698	NULL	y	53962	n/a	0
387	53	9	71	P00698	NULL	y	53962	n/a	0
388	53	9	71	P00698	NULL	y	53962	n/a	0
389	53	9	71	P00698	NULL	y	53962	n/a	0
390	53	9	71	P00698	NULL	y	53962	n/a	0
391	53	9	71	P00698	NULL	y	53962	n/a	0
392	366	139	254	Q9RBY1	NULL	homologue only	n/a	n/a	0
393	366	139	254	Q9RBY1	NULL	homologue only	n/a	n/a	0
394	366	139	254	Q9RBY1	NULL	homologue only	n/a	n/a	0
395	366	139	254	Q9RBY1	NULL	homologue only	n/a	n/a	0
396	366	139	254	Q9RBY1	NULL	homologue only	n/a	n/a	0
397	212	1	71	n/a	NULL	homologue only	n/a	n/a	0
398	212	1	71	n/a	NULL	homologue only	n/a	n/a	0
399	367	1	71	P01903	NULL	y	88809	n/a	0
400	368	1	71	P13760	NULL	y	88824	n/a	0
401	369	140	254	Q99AU2	NULL	n	n/a	n/a	0
402	373	141	254	Q647I6	NULL	homologue only	n/a	n/a	0
403	371	78	254	Q9MBA2	NULL	n	n/a	n/a	0
404	373	142	254	Q647I6	NULL	homologue only	n/a	n/a	0
405	373	143	254	Q647I6	NULL	homologue only	n/a	n/a	0
406	371	78	254	Q9MBA2	NULL	n	n/a	n/a	0
407	374	7	254	P0A734	NULL	y	55232	n/a	0
408	375	1	71	P01912	NULL	y	88823	n/a	0
409	376	1	71	P01916	NULL	y	88822	n/a	0
410	377	4	71	Q8VI32	NULL	homologue only	n/a	n/a	0
411	380	1	71	P29826	NULL	homologue only	n/a	n/a	0
412	380	4	71	P20037	NULL	homologue only	n/a	n/a	0
413	380	4	71	P29826	NULL	homologue only	n/a	n/a	0
414	381	4	71	Q6T4R6	NULL	homologue only	n/a	n/a	0
415	382	4	71	Q5DKU0	NULL	homologue only	n/a	n/a	0
416	383	144	254	P30775	NULL	n	n/a	n/a	0
417	383	144	254	P30775	NULL	n	n/a	n/a	0
418	383	144	254	P30775	NULL	n	n/a	n/a	0
419	384	145	254	P22629	NULL	y	50879	n/a	0
420	244	1	254	P43220	NULL	n	n/a	n/a	0
421	384	145	71	P22629	NULL	y	50879	n/a	0
422	385	1	254	P62937	NULL	y	50894	n/a	0
423	386	7	254	Q8X7B7	NULL	y	51386	n/a	0
424	74	1	254	P01579	NULL	y	47320	n/a	0
425	398	1	71	P13385	NULL	n	n/a	n/a	0
426	398	1	71	P13385	NULL	n	n/a	n/a	0
427	39	109	71	dfd	NULL	n	n/a	n/a	0
428	398	1	71	P13385	NULL	n	n/a	n/a	0
429	398	1	71	P13385	NULL	n	n/a	n/a	0
430	398	1	71	P13385	NULL	n	n/a	n/a	0
431	74	1	254	P01579	NULL	y	47320	n/a	0
432	392	146	254	Q8I867	NULL	n	n/a	n/a	0
433	393	147	254	Q8LLV7	NULL	homologue only	n/a	n/a	0
434	394	148	254	Q9X9I4	NULL	n	n/a	n/a	0
435	394	148	254	Q9X9I4	NULL	n	n/a	n/a	0
436	395	1	254	P51149	NULL	n	n/a	n/a	0
437	396	149	71	Q4W1W3	NULL	n	n/a	n/a	0
438	397	1	254	P01563	NULL	y	47315	n/a	0
439	398	1	71	P13385	NULL	n	n/a	n/a	0
440	399	1	71	P13385	NULL	n	n/a	n/a	0
441	39	98	71	fddf	NULL	y	n/a	n/a	0
442	398	1	71	P13385	NULL	n	n/a	n/a	0
443	398	1	71	P13385	NULL	n	n/a	n/a	0
444	398	1	71	P13385	NULL	n	n/a	n/a	0
445	398	1	71	P13385	NULL	n	n/a	n/a	0
446	398	1	71	P13385	NULL	n	n/a	n/a	0
447	402	1	254	P01903	NULL	y	88621	n/a	0
448	398	1	71	P13385	NULL	n	n/a	n/a	0
449	402	1	254	P01903	NULL	y	88628	n/a	0
450	74	1	254	P01579	NULL	y	47320	n/a	0
451	404	1	71	n/a	NULL	homologue only	n/a	n/a	0
452	405	1	254	P35232	NULL	n	n/a	n/a	0
453	406	42	71	Q51230	NULL	n	n/a	n/a	0
454	405	1	254	P35232	NULL	n	n/a	n/a	0
455	338	130	71	P01476	NULL	n	n/a	n/a	0
456	338	130	71	P01476	NULL	n	n/a	n/a	0
457	56	2	71	P00794	NULL	y	50668	n/a	0
458	56	2	71	P00794	NULL	y	50668	n/a	0
459	408	150	254	O86137	NULL	n	n/a	n/a	0
460	408	151	254	O86137	NULL	n	n/a	n/a	0
461	408	151	254	O86137	NULL	n	n/a	n/a	0
462	410	3	254	P97288	NULL	n	n/a	n/a	0
463	410	3	254	P97288	NULL	n	n/a	n/a	0
464	411	1	254	Q15722	NULL	n	n/a	n/a	0
465	412	152	254	P94957	NULL	n	n/a	n/a	0
466	413	153	254	Q93V52	NULL	homologue only	n/a	n/a	0
467	414	153	254	Q93V52	NULL	homologue only	n/a	n/a	0
468	415	153	254	Q93W51	NULL	homologue only	n/a	n/a	0
469	416	1	254	P09486	NULL	domains only	47491	n/a	0
470	416	1	254	P09486	NULL	domains only	47491	n/a	0
471	417	1	254	P53674	NULL	y	10157	n/a	0
472	417	1	254	P53674	NULL	y	10157	n/a	0
473	418	1	254	P05813	NULL	n	n/a	n/a	0
474	419	1	254	P05813	NULL	n	n/a	n/a	0
475	420	1	254	P53673	NULL	n	n/a	n/a	0
476	421	144	254	P23644	NULL	n	n/a	n/a	0
477	410	131	71	frdf	y		n/a	n/a	0
478	422	1	254	P60953	y	n	n/a	n/a	0
479	422	1	254	P60953	y	n	n/a	n/a	0
480	422	1	254	P60953	y	n	n/a	n/a	0
481	423	135	254	n/a	n	n	n/a	n/a	0
