id	title	object_id	content_type_id	pub_date	data
8936	analogueiii	94	31	2012-01-03 16:47:37	{"id": 94, "value": "Cardiotoxin analogue III"}
8937	cardiotoxinanalogueiii	94	31	2012-01-03 16:47:37	{"id": 94, "value": "Cardiotoxin analogue III"}
8938	levansucrase	95	31	2012-01-03 16:47:37	{"id": 95, "value": "Levansucrase"}
8939	humancollagenase-3	96	31	2012-01-03 16:47:37	{"id": 96, "value": "Human Collagenase-3 (MMP-13)"}
8940	collagenase-3mmp-13	96	31	2012-01-03 16:47:37	{"id": 96, "value": "Human Collagenase-3 (MMP-13)"}
8941	humancollagenase-3mmp-13	96	31	2012-01-03 16:47:37	{"id": 96, "value": "Human Collagenase-3 (MMP-13)"}
8942	uvraprotein	97	31	2012-01-03 16:47:37	{"id": 97, "value": "UvrA Protein"}
8943	alpha-fetoprotein	99	31	2012-01-03 16:47:37	{"id": 99, "value": "Alpha-fetoprotein"}
8944	phagelambda	100	31	2012-01-03 16:47:37	{"id": 100, "value": "Phage lambda terminase enzyme"}
8945	lambdaterminase	100	31	2012-01-03 16:47:37	{"id": 100, "value": "Phage lambda terminase enzyme"}
8946	terminaseenzyme	100	31	2012-01-03 16:47:37	{"id": 100, "value": "Phage lambda terminase enzyme"}
8947	phagelambdaterminase	100	31	2012-01-03 16:47:37	{"id": 100, "value": "Phage lambda terminase enzyme"}
8948	lambdaterminaseenzyme	100	31	2012-01-03 16:47:37	{"id": 100, "value": "Phage lambda terminase enzyme"}
8949	creatinekinase	101	31	2012-01-03 16:47:37	{"id": 101, "value": "Creatine kinase"}
8950	thermopsin	102	31	2012-01-03 16:47:37	{"id": 102, "value": "Thermopsin"}
8951	urokinase-typeplasminogen	103	31	2012-01-03 16:47:37	{"id": 103, "value": "Urokinase-type plasminogen activator"}
8952	plasminogenactivator	103	31	2012-01-03 16:47:37	{"id": 103, "value": "Urokinase-type plasminogen activator"}
8953	urokinase-typeplasminogenactivator	103	31	2012-01-03 16:47:37	{"id": 103, "value": "Urokinase-type plasminogen activator"}
8954	phosphomannoseisomerase	104	31	2012-01-03 16:47:37	{"id": 104, "value": "Phosphomannose isomerase"}
8955	phospholipasea2	105	31	2012-01-03 16:47:37	{"id": 105, "value": "Phospholipase A2"}
8956	tissue-typeplasminogen	106	31	2012-01-03 16:47:37	{"id": 106, "value": "Tissue-type plasminogen activator"}
8957	plasminogenactivator	106	31	2012-01-03 16:47:37	{"id": 106, "value": "Tissue-type plasminogen activator"}
8958	tissue-typeplasminogenactivator	106	31	2012-01-03 16:47:37	{"id": 106, "value": "Tissue-type plasminogen activator"}
8959	heparin-bindingneurite-promoting	107	31	2012-01-03 16:47:37	{"id": 107, "value": "Heparin-binding neurite-promoting factor"}
8960	neurite-promotingfactor	107	31	2012-01-03 16:47:37	{"id": 107, "value": "Heparin-binding neurite-promoting factor"}
8961	heparin-bindingneurite-promotingfactor	107	31	2012-01-03 16:47:37	{"id": 107, "value": "Heparin-binding neurite-promoting factor"}
8962	dehydrodolichyldiphosphate	108	31	2012-01-03 16:47:37	{"id": 108, "value": "Dehydrodolichyl diphosphate synthase"}
8963	diphosphatesynthase	108	31	2012-01-03 16:47:37	{"id": 108, "value": "Dehydrodolichyl diphosphate synthase"}
8964	dehydrodolichyldiphosphatesynthase	108	31	2012-01-03 16:47:37	{"id": 108, "value": "Dehydrodolichyl diphosphate synthase"}
8965	dihydrofolatereductase	109	31	2012-01-03 16:47:37	{"id": 109, "value": "Dihydrofolate Reductase"}
8966	zonapellucida	111	31	2012-01-03 16:47:37	{"id": 111, "value": "Zona pellucida glycoprotein-C"}
8967	pellucidaglycoprotein-c	111	31	2012-01-03 16:47:37	{"id": 111, "value": "Zona pellucida glycoprotein-C"}
8968	zonapellucidaglycoprotein-c	111	31	2012-01-03 16:47:37	{"id": 111, "value": "Zona pellucida glycoprotein-C"}
8969	casbenesynthase	112	31	2012-01-03 16:47:37	{"id": 112, "value": "Casbene synthase"}
8970	procathepsinl	113	31	2012-01-03 16:47:37	{"id": 113, "value": "Procathepsin L"}
8971	stefinb	114	31	2012-01-03 16:47:37	{"id": 114, "value": "Stefin B"}
8972	lutropinreceptor	115	31	2012-01-03 16:47:37	{"id": 115, "value": "Lutropin Receptor"}
8973	humanimmunodeficiency	116	31	2012-01-03 16:47:37	{"id": 116, "value": "Human immunodeficiency virus type-1 protease"}
8974	immunodeficiencyvirus	116	31	2012-01-03 16:47:37	{"id": 116, "value": "Human immunodeficiency virus type-1 protease"}
8975	virustype-1	116	31	2012-01-03 16:47:37	{"id": 116, "value": "Human immunodeficiency virus type-1 protease"}
8976	type-1protease	116	31	2012-01-03 16:47:37	{"id": 116, "value": "Human immunodeficiency virus type-1 protease"}
8977	humanimmunodeficiencyvirus	116	31	2012-01-03 16:47:37	{"id": 116, "value": "Human immunodeficiency virus type-1 protease"}
8978	immunodeficiencyvirustype-1	116	31	2012-01-03 16:47:37	{"id": 116, "value": "Human immunodeficiency virus type-1 protease"}
8979	virustype-1protease	116	31	2012-01-03 16:47:37	{"id": 116, "value": "Human immunodeficiency virus type-1 protease"}
8980	cystatinc	117	31	2012-01-03 16:47:37	{"id": 117, "value": "Cystatin C"}
8981	beta-glucosidase	119	31	2012-01-03 16:47:37	{"id": 119, "value": "Beta-glucosidase"}
8982	maltose-bindingprotein	120	31	2012-01-03 16:47:37	{"id": 120, "value": "Maltose-binding protein"}
8983	ribosomalprotein	121	31	2012-01-03 16:47:37	{"id": 121, "value": "Ribosomal protein P0"}
8984	proteinp0	121	31	2012-01-03 16:47:37	{"id": 121, "value": "Ribosomal protein P0"}
8985	ribosomalproteinp0	121	31	2012-01-03 16:47:37	{"id": 121, "value": "Ribosomal protein P0"}
8986	1-aminocyclopropane-1-carboxylatesynthase	122	31	2012-01-03 16:47:37	{"id": 122, "value": "1-aminocyclopropane-1-carboxylate synthase"}
8987	tissueinhibitor	123	31	2012-01-03 16:47:37	{"id": 123, "value": "Tissue inhibitor of metalloproteinase"}
8988	inhibitormetalloproteinase	123	31	2012-01-03 16:47:37	{"id": 123, "value": "Tissue inhibitor of metalloproteinase"}
8989	tissueinhibitormetalloproteinase	123	31	2012-01-03 16:47:37	{"id": 123, "value": "Tissue inhibitor of metalloproteinase"}
8990	polyhydroxyalkanoatesynthase	124	31	2012-01-03 16:47:37	{"id": 124, "value": "Polyhydroxyalkanoate synthase"}
8991	penicillin-bindingprotein	125	31	2012-01-03 16:47:37	{"id": 125, "value": "Penicillin-Binding Protein 2a"}
8992	protein2a	125	31	2012-01-03 16:47:37	{"id": 125, "value": "Penicillin-Binding Protein 2a"}
8993	penicillin-bindingprotein2a	125	31	2012-01-03 16:47:37	{"id": 125, "value": "Penicillin-Binding Protein 2a"}
8994	monogalactosyldiacylglycerolsynthase	126	31	2012-01-03 16:47:37	{"id": 126, "value": "Monogalactosyldiacylglycerol synthase"}
8995	keratinase	128	31	2012-01-03 16:47:37	{"id": 128, "value": "Keratinase"}
8996	bonemorphogenetic	130	31	2012-01-03 16:47:37	{"id": 130, "value": "Bone morphogenetic protein-2"}
8997	morphogeneticprotein-2	130	31	2012-01-03 16:47:37	{"id": 130, "value": "Bone morphogenetic protein-2"}
8998	bonemorphogeneticprotein-2	130	31	2012-01-03 16:47:37	{"id": 130, "value": "Bone morphogenetic protein-2"}
8999	alpha-tocopheroltransfer	131	31	2012-01-03 16:47:37	{"id": 131, "value": "Alpha-tocopherol transfer protein"}
9000	transferprotein	131	31	2012-01-03 16:47:37	{"id": 131, "value": "Alpha-tocopherol transfer protein"}
9001	alpha-tocopheroltransferprotein	131	31	2012-01-03 16:47:37	{"id": 131, "value": "Alpha-tocopherol transfer protein"}
9002	lupaninehydroxylase	132	31	2012-01-03 16:47:37	{"id": 132, "value": "Lupanine hydroxylase"}
9003	adrenomedullin	133	31	2012-01-03 16:47:37	{"id": 133, "value": "Adrenomedullin"}
9004	cysteineproteinase	135	31	2012-01-03 16:47:37	{"id": 135, "value": "Cysteine proteinase B"}
9005	proteinaseb	135	31	2012-01-03 16:47:37	{"id": 135, "value": "Cysteine proteinase B"}
9006	cysteineproteinaseb	135	31	2012-01-03 16:47:37	{"id": 135, "value": "Cysteine proteinase B"}
9007	d-ornithineaminomutase	137	31	2012-01-03 16:47:37	{"id": 137, "value": "D-ornithine aminomutase E component"}
9008	aminomutasee	137	31	2012-01-03 16:47:37	{"id": 137, "value": "D-ornithine aminomutase E component"}
9009	ecomponent	137	31	2012-01-03 16:47:37	{"id": 137, "value": "D-ornithine aminomutase E component"}
9010	d-ornithineaminomutasee	137	31	2012-01-03 16:47:37	{"id": 137, "value": "D-ornithine aminomutase E component"}
9011	aminomutaseecomponent	137	31	2012-01-03 16:47:37	{"id": 137, "value": "D-ornithine aminomutase E component"}
9012	eco29kirestriction	138	31	2012-01-03 16:47:37	{"id": 138, "value": "Eco29kI restriction endonuclease"}
9013	restrictionendonuclease	138	31	2012-01-03 16:47:37	{"id": 138, "value": "Eco29kI restriction endonuclease"}
9014	eco29kirestrictionendonuclease	138	31	2012-01-03 16:47:37	{"id": 138, "value": "Eco29kI restriction endonuclease"}
9015	denguevirus	139	31	2012-01-03 16:47:37	{"id": 139, "value": "Dengue virus type 2 envelope domain III"}
9016	virustype	139	31	2012-01-03 16:47:37	{"id": 139, "value": "Dengue virus type 2 envelope domain III"}
9017	type2	139	31	2012-01-03 16:47:37	{"id": 139, "value": "Dengue virus type 2 envelope domain III"}
9018	2envelope	139	31	2012-01-03 16:47:37	{"id": 139, "value": "Dengue virus type 2 envelope domain III"}
9019	envelopedomain	139	31	2012-01-03 16:47:37	{"id": 139, "value": "Dengue virus type 2 envelope domain III"}
9020	domainiii	139	31	2012-01-03 16:47:37	{"id": 139, "value": "Dengue virus type 2 envelope domain III"}
9021	denguevirustype	139	31	2012-01-03 16:47:37	{"id": 139, "value": "Dengue virus type 2 envelope domain III"}
9022	virustype2	139	31	2012-01-03 16:47:37	{"id": 139, "value": "Dengue virus type 2 envelope domain III"}
9023	type2envelope	139	31	2012-01-03 16:47:37	{"id": 139, "value": "Dengue virus type 2 envelope domain III"}
9024	2envelopedomain	139	31	2012-01-03 16:47:37	{"id": 139, "value": "Dengue virus type 2 envelope domain III"}
9025	envelopedomainiii	139	31	2012-01-03 16:47:37	{"id": 139, "value": "Dengue virus type 2 envelope domain III"}
9026	lectin	140	31	2012-01-03 16:47:37	{"id": 140, "value": "Lectin"}
9027	enteropeptidase	141	31	2012-01-03 16:47:37	{"id": 141, "value": "Enteropeptidase"}
9028	lipase	144	31	2012-01-03 16:47:37	{"id": 144, "value": "Lipase"}
9029	highaffinity	145	31	2012-01-03 16:47:37	{"id": 145, "value": "High affinity immunoglobulin epsilon alpha chain"}
9030	affinityimmunoglobulin	145	31	2012-01-03 16:47:37	{"id": 145, "value": "High affinity immunoglobulin epsilon alpha chain"}
9031	immunoglobulinepsilon	145	31	2012-01-03 16:47:37	{"id": 145, "value": "High affinity immunoglobulin epsilon alpha chain"}
9032	epsilonalpha	145	31	2012-01-03 16:47:37	{"id": 145, "value": "High affinity immunoglobulin epsilon alpha chain"}
9033	alphachain	145	31	2012-01-03 16:47:37	{"id": 145, "value": "High affinity immunoglobulin epsilon alpha chain"}
9034	highaffinityimmunoglobulin	145	31	2012-01-03 16:47:37	{"id": 145, "value": "High affinity immunoglobulin epsilon alpha chain"}
9035	affinityimmunoglobulinepsilon	145	31	2012-01-03 16:47:37	{"id": 145, "value": "High affinity immunoglobulin epsilon alpha chain"}
9036	immunoglobulinepsilonalpha	145	31	2012-01-03 16:47:37	{"id": 145, "value": "High affinity immunoglobulin epsilon alpha chain"}
9037	epsilonalphachain	145	31	2012-01-03 16:47:37	{"id": 145, "value": "High affinity immunoglobulin epsilon alpha chain"}
9038	majorhistocompatibility	146	31	2012-01-03 16:47:37	{"id": 146, "value": "Major histocompatibility complex class I"}
9039	histocompatibilitycomplex	146	31	2012-01-03 16:47:37	{"id": 146, "value": "Major histocompatibility complex class I"}
9040	complexclass	146	31	2012-01-03 16:47:37	{"id": 146, "value": "Major histocompatibility complex class I"}
9041	classi	146	31	2012-01-03 16:47:37	{"id": 146, "value": "Major histocompatibility complex class I"}
9042	majorhistocompatibilitycomplex	146	31	2012-01-03 16:47:37	{"id": 146, "value": "Major histocompatibility complex class I"}
9043	histocompatibilitycomplexclass	146	31	2012-01-03 16:47:37	{"id": 146, "value": "Major histocompatibility complex class I"}
9044	complexclassi	146	31	2012-01-03 16:47:37	{"id": 146, "value": "Major histocompatibility complex class I"}
9045	flavohemoproteinglobin	147	31	2012-01-03 16:47:37	{"id": 147, "value": "Flavohemoprotein (Globin domain)"}
9046	globindomain	147	31	2012-01-03 16:47:37	{"id": 147, "value": "Flavohemoprotein (Globin domain)"}
9047	flavohemoproteinglobindomain	147	31	2012-01-03 16:47:37	{"id": 147, "value": "Flavohemoprotein (Globin domain)"}
9048	beta-lactamaseinhibitory	148	31	2012-01-03 16:47:37	{"id": 148, "value": "Beta-lactamase inhibitory protein II"}
9049	inhibitoryprotein	148	31	2012-01-03 16:47:37	{"id": 148, "value": "Beta-lactamase inhibitory protein II"}
9050	proteinii	148	31	2012-01-03 16:47:37	{"id": 148, "value": "Beta-lactamase inhibitory protein II"}
9051	beta-lactamaseinhibitoryprotein	148	31	2012-01-03 16:47:37	{"id": 148, "value": "Beta-lactamase inhibitory protein II"}
9052	inhibitoryproteinii	148	31	2012-01-03 16:47:37	{"id": 148, "value": "Beta-lactamase inhibitory protein II"}
9053	prothermolysin	149	31	2012-01-03 16:47:37	{"id": 149, "value": "Prothermolysin"}
9054	ligninperoxidase	150	31	2012-01-03 16:47:37	{"id": 150, "value": "Lignin peroxidase"}
9055	decorin	151	31	2012-01-03 16:47:37	{"id": 151, "value": "Decorin"}
9056	glucoamylase	152	31	2012-01-03 16:47:37	{"id": 152, "value": "Glucoamylase"}
9057	matrilysin	153	31	2012-01-03 16:47:37	{"id": 153, "value": "Matrilysin"}
9058	vascularendothelial	155	31	2012-01-03 16:47:37	{"id": 155, "value": "Vascular endothelial growth factor B"}
9059	endothelialgrowth	155	31	2012-01-03 16:47:37	{"id": 155, "value": "Vascular endothelial growth factor B"}
9060	growthfactor	155	31	2012-01-03 16:47:37	{"id": 155, "value": "Vascular endothelial growth factor B"}
9061	factorb	155	31	2012-01-03 16:47:37	{"id": 155, "value": "Vascular endothelial growth factor B"}
9062	vascularendothelialgrowth	155	31	2012-01-03 16:47:37	{"id": 155, "value": "Vascular endothelial growth factor B"}
9063	endothelialgrowthfactor	155	31	2012-01-03 16:47:37	{"id": 155, "value": "Vascular endothelial growth factor B"}
9064	growthfactorb	155	31	2012-01-03 16:47:37	{"id": 155, "value": "Vascular endothelial growth factor B"}
9065	bcl-2	156	31	2012-01-03 16:47:37	{"id": 156, "value": "Bcl-2"}
9066	quinolinatesynthetase	157	31	2012-01-03 16:47:37	{"id": 157, "value": "Quinolinate synthetase"}
9067	a-protein	158	31	2012-01-03 16:47:37	{"id": 158, "value": "A-protein"}
9068	porbclass	159	31	2012-01-03 16:47:37	{"id": 159, "value": "PorB (class 3) porin"}
9069	class3	159	31	2012-01-03 16:47:37	{"id": 159, "value": "PorB (class 3) porin"}
9070	3porin	159	31	2012-01-03 16:47:37	{"id": 159, "value": "PorB (class 3) porin"}
9071	porbclass3	159	31	2012-01-03 16:47:37	{"id": 159, "value": "PorB (class 3) porin"}
9072	class3porin	159	31	2012-01-03 16:47:37	{"id": 159, "value": "PorB (class 3) porin"}
9073	hepatitisb	160	31	2012-01-03 16:47:37	{"id": 160, "value": "Hepatitis B virus X antigen"}
9074	bvirus	160	31	2012-01-03 16:47:37	{"id": 160, "value": "Hepatitis B virus X antigen"}
9075	virusx	160	31	2012-01-03 16:47:37	{"id": 160, "value": "Hepatitis B virus X antigen"}
9076	xantigen	160	31	2012-01-03 16:47:37	{"id": 160, "value": "Hepatitis B virus X antigen"}
9077	hepatitisbvirus	160	31	2012-01-03 16:47:37	{"id": 160, "value": "Hepatitis B virus X antigen"}
9078	bvirusx	160	31	2012-01-03 16:47:37	{"id": 160, "value": "Hepatitis B virus X antigen"}
